;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse
;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse
;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet
;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet
;CO;Hr;NO;NO2;NOx;O3;p;PM10;PM2.5;PN;SO2;StrGlo;T;WD;WVv;RainDur
;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle 
;Kanalberechnungen (Eichkorrektur);;Kanalberechnungen (Eichkorrektur);Kanalberechnungen (Subtraktion);Kanalberechnungen (Eichkorrektur);Kanalberechnungen (Eichkorrektur);;Horizontale Verdichtung (Erster Messwert);Horizontale Verdichtung (Erster Messwert);;Kanalberechnungen (Eichkorrektur);;;;;
;ppm;%Hr;ppb;ppb;ppb;ppb;hPa;µg/m3;µg/m3;1/cm3;ppb;W/m2;°C;°;m/s;min
;min30;min30;min30;min30;min30;min30;min30;min30;min30;min30;min30;min30;min30;min30;min30;min30
Startzeit;Berechnet;Final;Berechnet;Berechnet;Berechnet;Berechnet;Final;Berechnet;Berechnet;Final;Berechnet;Final;Final;Final;Final;Final
12.01.2017 01:00;0.14118;82.092;0.289;3.6243;3.9133;29.496;966.09;4.08708;3.3884125;2919.6;0.60762;0.033312;4.7752;253.17;3.8013;0
12.01.2017 01:30;0.13973;82.89;0.29589;3.94311;4.239;28.695;966.09;5.0608125;4.244775;3106.8;0.62769;0.023546;4.7;252.88;2.7907;5.8
12.01.2017 02:00;0.13816;84.143;0.32383;3.42027;3.7441;29.811;966.4;4.90569;3.925225;2854.3;0.61023;0.027127;4.8172;257.49;4.4973;30
12.01.2017 02:30;0.13701;86.075;0.28806;3.34754;3.6356;29.861;966.37;4.99968;4.2357625;2840.9;0.52173;0.035156;4.6582;246.84;5.1776;20.617
12.01.2017 03:00;0.13573;87.248;0.18539;3.40871;3.5941;29.643;966.55;5.597745;4.5771;3000;0.55809;0.023438;4.5586;251.19;4.4945;30
12.01.2017 03:30;0.13598;87.918;0.34733;3.68427;4.0316;28.083;966.81;6.123075;5.2428;3587.9;0.56735;0.028103;4.3666;255.54;3.9251;5.0333
12.01.2017 04:00;0.13445;86.6;0.30678;3.66142;3.9682;28.567;966.7;5.2314375;4.37725;4162.5;0.55481;0.043294;4.6331;246.56;5.6877;21.317
12.01.2017 04:30;0.13467;87.041;0.49411;3.56449;4.0586;28.084;966.36;4.20915;3.4909625;2862.4;0.56789;0.031033;4.6834;242.03;4.9256;30
12.01.2017 05:00;0.13323;87.209;0.546;3.8828;4.4288;27.258;966.59;4.312695;3.5481875;3379.6;0.54666;0.030056;4.7081;245.29;4.8474;25.983
12.01.2017 05:30;0.13699;85.859;1.031;6.4188;7.4498;25.427;966.51;5.070855;4.194025;4895.7;0.58054;0.031359;4.9;250.12;3.7437;0
12.01.2017 06:00;0.14034;85.767;2.0923;9.5297;11.622;22.484;966.55;6.2157975;5.0876625;6490.8;0.60338;0.025716;4.8751;249.23;3.2719;0
12.01.2017 06:30;0.14212;85.034;1.9713;10.4567;12.428;21.427;966.59;6.4490175;5.3141125;6609.8;0.60515;0.029948;4.9831;248.44;3.4163;0.45
12.01.2017 07:00;0.16594;83.867;2.6632;10.8618;13.525;21.407;966.67;7.3450425;5.80525;7107.2;0.62219;0.029514;5.1166;252.34;3.6193;0
12.01.2017 07:30;0.15837;83.467;2.2514;12.8146;15.066;19.046;967.02;8.6039625;6.1794875;8297.3;0.64675;0.029839;5.1333;258.39;2.5754;0
12.01.2017 08:00;0.20002;85.256;16.058;27.437;43.495;9.9432;967.05;9.897495;7.2973875;27886;0.74808;1.3868;4.9671;279.54;1.0221;0
12.01.2017 08:30;0.20536;84.301;7.1692;18.2658;25.435;14.699;967.1;9.5918325;6.876775;11698;0.66524;7.2679;5.0166;252.17;1.9152;0
12.01.2017 09:00;0.18496;83.792;4.0174;16.0386;20.056;16.123;967.12;12.9354;10.035875;12952;0.72646;19.962;5.0917;276.14;1.4784;0
12.01.2017 09:30;0.23836;84.098;21.038;27.815;48.853;7.9996;966.84;10.244205;7.3414875;25213;0.78073;26.949;5.0253;343.29;0.98002;0
12.01.2017 10:00;0.23581;84.843;38.205;31.765;69.97;5.8333;966.52;12.460575;8.89785;36062;0.78781;28.609;4.9748;264.86;0.40424;0
12.01.2017 10:30;0.22591;83.067;8.0811;19.5969;27.678;13.503;966.59;11.228175;8.042625;14431;0.71272;53.852;5.1583;248.19;1.938;0
12.01.2017 11:00;0.23305;82.667;18.3;21.962;40.262;11.916;966.25;11.45535;8.409425;16767;0.72738;129.67;5.3416;246.28;1.131;0
12.01.2017 11:30;0.23897;82.309;17.518;21.656;39.174;12.23;965.77;11.590875;8.461575;16835;0.76566;154.94;5.5165;262.52;1.1953;0
12.01.2017 12:00;0.21541;81.627;5.0499;12.3881;17.438;18.964;965.29;10.784355;8.0082375;9924.2;0.69938;144.24;5.6666;250.9;2.2135;0
12.01.2017 12:30;0.20477;79.436;3.8377;11.7213;15.559;20.043;964.71;10.4556825;7.822125;9816.8;0.70912;127.44;5.8164;241.62;2.4311;0
12.01.2017 13:00;0.39805;78.093;8.3739;14.7671;23.141;17.939;964.01;9.7269675;7.7660375;12650;0.75759;108.16;5.9248;255.01;1.6188;0.066667
12.01.2017 13:30;0.24166;78.416;12.614;19.35;31.964;14.124;963.25;10.9940775;8.3598125;13554;0.75714;131.09;6.0582;303.29;0.89334;0
12.01.2017 14:00;0.23219;77.786;7.4692;17.6828;25.152;16.505;962.59;11.624025;8.138875;12408;0.78522;115.09;6.2737;253.34;1.3374;0
12.01.2017 14:30;0.22927;76.633;4.8599;16.1541;21.014;17.87;962.14;16.430775;11.519875;10346;0.7232;65.362;6.217;253.38;1.6777;0
12.01.2017 15:00;0.23305;77.574;5.44;18.658;24.098;14.961;961.51;12.474225;8.9885875;11775;0.73014;64.484;6.1248;276.25;0.93992;0
12.01.2017 15:30;0.31436;77.598;40.357;35.073;75.43;6.1653;960.43;13.15965;9.4740375;16408;0.75003;30.984;6.0255;253.18;0.35317;0
12.01.2017 16:00;0.29006;80.895;28.82;33.771;62.591;5.4574;959.94;13.8753;9.1385625;24490;0.72915;21.905;5.8588;174.08;1.7502;0
12.01.2017 16:30;0.30738;83.421;25.357;31.997;57.354;5.0041;959.3;13.96695;9.874875;17468;0.7183;3.6467;5.4922;163.3;2.4193;0
12.01.2017 17:00;0.33084;86.259;33.264;35.037;68.301;1.8987;958.25;15.8136;11.12525;19744;0.68365;0.061415;5.2256;184.32;1.757;0
12.01.2017 17:30;0.35052;86.321;21.171;33.283;54.454;3.304;957.62;15.313425;11.007125;22006;0.664;0.026042;5.0418;166.79;2.9977;0
12.01.2017 18:00;0.34113;86.605;25.911;34.57;60.481;1.7298;956.86;14.804475;10.8015;17283;0.67786;0.019206;4.9752;171.36;2.4848;0
12.01.2017 18:30;0.36328;85.238;15.606;32.309;47.915;2.5711;956.21;14.595825;10.847875;18065;0.68438;0.012152;4.9743;168.52;1.9942;0.56667
12.01.2017 19:00;0.42474;85.202;30.75;33.096;63.846;1.4227;954.97;15.110625;10.97825;20708;0.74511;0.018446;5.0751;167.91;1.6049;0
12.01.2017 19:30;0.35638;86.866;14.835;32.531;47.366;1.5915;954.18;15.48795;11.404375;21335;0.68493;0.022244;4.8169;166.52;2.9973;0
12.01.2017 20:00;0.36648;86.704;16.647;31.052;47.699;1.8875;953.11;15.091125;11.0675;23665;0.66131;0.011935;4.7838;164.96;3.1816;0
12.01.2017 20:30;0.32179;88.269;7.2217;29.8923;37.114;2.6904;952.47;15.077475;11.283625;14611;0.64756;0.015299;4.7086;173.93;3.3828;15.383
12.01.2017 21:00;0.27314;77.028;2.9133;14.6267;17.54;19.385;952.33;10.610025;8.216575;8480.8;0.62732;0.019423;5.7649;231.61;3.7105;22.183
12.01.2017 21:30;0.24027;78.822;1.5417;9.4773;11.019;23.855;951.57;9.578865;7.1948375;5961.8;0.59941;0.025282;5.5926;233.39;4.3407;30
12.01.2017 22:00;0.22043;80.533;3.7371;9.4139;13.151;23.938;950.83;9.3925425;7.3857625;5750.7;0.55103;0.018663;5.4751;239.07;4.7393;19.867
12.01.2017 22:30;0.20328;80.982;1.6902;8.2757;9.9659;24.277;950.45;8.6792325;7.153625;4499.6;0.53334;0.023329;5.4915;238.96;4.1828;30
12.01.2017 23:00;0.18566;83.105;0.63517;6.92193;7.5571;25.941;949.94;8.1888075;6.7113125;3812.6;0.52713;0.020833;5.3836;243.1;5.5236;30
12.01.2017 23:30;0.17209;83.893;1.2994;6.6868;7.9862;26.68;949.57;6.898785;5.8524125;3351.8;0.49375;0.019857;5.508;241.22;4.5451;30
13.01.2017 00:00;0.16563;85.17;0.38167;5.63453;6.0162;26.84;949.36;6.4121625;5.390675;3073.5;0.51974;0.015625;5.5171;242.85;4.3291;30
13.01.2017 00:30;0.15816;88.466;0.65906;6.43764;7.0967;25.3;949.82;6.7965075;5.5991;3746.4;0.51691;0.014865;5.2249;245.07;3.5451;30
13.01.2017 01:00;0.14826;84.673;0.67761;4.20509;4.8827;28.877;949.6;3.671535;2.9152125;2749.8;0.52511;0.018338;5.6164;238.75;4.6317;1.4167
13.01.2017 01:30;0.14036;79.84;0.77861;3.32769;4.1063;32.218;950;3.5692575;2.5114;5407.7;0.58031;0.015082;5.9412;245.03;4.7733;8.7667
13.01.2017 02:00;0.13352;76.511;0.32811;2.68369;3.0118;34.604;950.56;3.5612625;2.3429625;2627;0.58888;0.021376;6;243.54;4.6772;0
13.01.2017 02:30;0.12743;68.596;0.37222;2.10668;2.4789;36.881;951.21;3.5546325;2.1768;2136.1;0.6194;0.026367;6.0333;243.06;5.1179;0
13.01.2017 03:00;0.12403;64.574;0.38283;2.61697;2.9998;36.495;951.72;3.1490325;2.075825;2098.6;0.62668;0.030707;5.8675;251.66;4.4457;0
13.01.2017 03:30;0.12415;72.935;0.59733;3.91397;4.5113;35.298;952.03;3.294015;1.9869425;4316.6;0.58847;0.018663;4.4276;289.02;1.723;0
13.01.2017 04:00;0.12256;73.018;0.71494;5.07726;5.7922;34.266;952.27;3.2502375;1.91261125;5203.1;0.64521;0.018446;4.3078;296.85;2.8603;0
13.01.2017 04:30;0.11823;76.618;0.28739;2.67491;2.9623;36.446;953.33;2.9669025;1.60846125;1929.4;0.52234;0.037435;3.5937;262.6;5.139;0.93333
13.01.2017 05:00;0.11949;75.656;0.38994;2.62406;3.014;36.083;953.47;2.23209375;;1818.9;0.51715;0.03418;2.9676;264.09;4.5771;0
13.01.2017 05:30;0.12181;78.249;0.72572;4.81288;5.5386;34.368;953.83;2.450445;;3594.5;0.50211;0.032661;2.3351;270.84;4.3012;0
13.01.2017 06:00;0.12197;73.109;0.921;5.3326;6.2536;34.037;953.97;3.201585;2.1427625;4523.1;0.52121;0.035265;2.0916;254.8;4.1294;0
13.01.2017 06:30;0.12659;72.444;1.1078;6.9617;8.0695;32.44;954.17;4.064655;2.4105125;5400.1;0.52268;0.028646;2.3;246.66;4.6742;0
13.01.2017 07:00;0.13432;73.511;1.7404;9.8026;11.543;29.513;954.36;3.2531625;1.96992375;6661.7;0.54799;0.027561;2.283;249.68;3.9539;0
13.01.2017 07:30;0.14537;71.62;5.3676;13.9394;19.307;26.658;954.8;4.0345275;2.1382125;8598.5;0.58425;0.10829;2.4916;264.9;3.4868;0
13.01.2017 08:00;0.14297;80.012;2.0551;10.1449;12.2;31.1;955.37;9.3802575;3.5693625;6555.9;0.49638;0.83431;1.0282;285.44;3.9875;0
13.01.2017 08:30;0.14582;79.737;2.2754;10.2076;12.483;30.32;955.72;7.236915;3.4680375;8482.4;0.53114;14.23;0.77506;265.02;2.9523;0
13.01.2017 09:00;0.14327;68.158;2.2675;11.4095;13.677;28.924;956.11;9.78069;5.660175;10421;0.58663;23.138;1.5996;265.57;2.2947;0
13.01.2017 09:30;0.14273;65.492;3.7084;12.2266;15.935;28.595;955.97;11.748825;6.6435875;10981;0.569;46.403;1.8581;265.35;2.8069;0
13.01.2017 10:00;0.14255;66.343;3.2314;10.7766;14.008;29.835;955.7;11.859975;6.7800875;9924.8;0.57275;94.303;1.8582;279.38;2.9314;0
13.01.2017 10:30;0.14703;71.003;2.6044;10.2986;12.903;30.186;955.99;12.138825;6.9659375;10784;0.53991;102.57;1.3671;277.54;2.72;0
13.01.2017 11:00;0.14828;68.929;3.7696;9.9514;13.721;30.769;955.78;9.915045;5.1160125;10165;0.56477;295.01;1.6664;266.8;2.7205;0
13.01.2017 11:30;0.1515;63.439;3.8178;8.9262;12.744;31.706;955.28;8.376105;4.9291125;9443.6;0.60905;413.55;2.5824;268.4;2.854;0
13.01.2017 12:00;0.15163;69.102;3.2013;9.1667;12.368;31.256;955.69;10.911105;4.392475;8979.4;0.56394;48.682;1.9098;284.56;2.8852;0.26667
13.01.2017 12:30;0.15848;90.414;3.1001;8.9559;12.056;31.618;955.88;11.709825;4.268575;8479.8;0.48418;37.078;-0.34917;303.83;2.287;19.467
13.01.2017 13:00;0.22402;88.267;12.889;19.678;32.567;22.286;955.63;5.5332;3.773325;19937;0.58232;104.12;-0.083444;298.4;1.1268;14.316
13.01.2017 13:30;0.1819;81.017;3.8658;14.0682;17.934;27.125;955.52;6.807915;4.64325;10521;0.52966;76.014;0.65006;250.81;3.1862;0
13.01.2017 14:00;;76.234;;;;30.7;955.8;5.7126;3.399;8883.2;;154.78;0.67446;254.55;3.0488;0
13.01.2017 14:30;;70.785;;;;;956.3;7.708815;4.898575;8170.3;;79.234;0.94992;249.66;2.7905;0
13.01.2017 15:00;;70.384;;;;;956.65;5.888685;3.4307625;11404;;34.626;1.0255;269.52;1.9033;0
13.01.2017 15:30;0.19112;;4.3522;14.9078;19.26;27.198;957.24;10.39338;4.5596875;14221;0.37081;13.5;;304.74;1.3387;7.8631
13.01.2017 16:00;0.21274;84.228;13.174;22.199;35.373;21.508;957.29;7.0737;3.7093625;16052;0.32534;20.574;0.125;278.19;1.0915;0.68333
13.01.2017 16:30;0.21671;74.324;9.6632;22.4848;32.148;20.211;957.45;8.582025;5.206925;15416;0.26427;3.6308;0.82417;241.77;2.2353;0
13.01.2017 17:00;0.20678;71.59;6.8603;15.6097;22.47;26.517;957.67;6.2269125;3.5292875;17190;0.24711;0.04286;0.78367;241.68;2.8956;0
13.01.2017 17:30;0.20047;75.423;2.5061;12.3599;14.866;28.856;958.12;5.24148;3.6279;9165.5;0.23281;0.036892;0.4185;250.31;2.6746;0
13.01.2017 18:00;0.34529;80.4;10.311;19.417;29.728;22.061;958.26;6.102795;3.9212875;14568;0.25184;0.037326;0.0405;210.12;1.5331;0
13.01.2017 18:30;0.35767;71.024;9.8067;19.8743;29.681;23.64;958.26;6.8862075;4.217825;19493;0.2895;0.027127;0.62483;207.4;2.0608;0
13.01.2017 19:00;0.27112;71.995;7.5701;17.7849;25.355;24.153;958.24;7.08813;4.818425;13377;0.26507;0.028429;0.5425;234.67;2.0436;0
13.01.2017 19:30;0.27101;82.636;4.6765;16.6725;21.349;24.575;958.19;6.4973775;4.6284625;13589;0.26382;0.029514;-0.1915;204.42;1.1686;3.1667
13.01.2017 20:00;0.2391;77.745;3.2159;14.4001;17.616;25.992;958.37;6.356295;4.6366875;11692;0.26043;0.052734;0.2575;235.84;2.1117;0
13.01.2017 20:30;0.20848;83.588;1.0052;8.1979;9.2031;30.391;958.42;5.746335;4.243375;7999;0.19132;0.035373;-0.1575;229.15;2.4331;0
13.01.2017 21:00;0.19845;79.405;1.1357;9.2903;10.426;29.148;958.32;6.0459525;4.8290125;8285.6;0.25305;0.032552;0.14967;240.71;2.2006;0
13.01.2017 21:30;0.19065;85.121;1.0401;8.2888;9.3289;29.193;958.4;6.765795;4.9726;6840;0.21655;0.04069;-0.35672;251.89;2.0858;0
13.01.2017 22:00;0.19254;86.896;5.7747;13.3133;19.088;24.446;958.22;7.80183;5.57425;8873.1;0.22099;0.034939;-0.40928;225.77;1.817;0
13.01.2017 22:30;0.17366;82.596;1.3391;7.6309;8.97;30.356;958.05;7.240035;4.763475;6075.5;0.19267;0.027561;-0.2085;237.17;3.0288;0
13.01.2017 23:00;0.16281;82.215;1.8918;7.66;9.5518;31.421;957.96;6.3121275;4.51725;4858.7;0.17296;0.031684;-0.33267;209.67;2.4243;14.5
13.01.2017 23:30;0.16142;88.287;2.3812;8.4778;10.859;30.218;958.05;6.0264525;4.455475;5476.2;0.1691;0.033854;-0.5915;235.48;1.8209;30
14.01.2017 00:00;0.15841;85.338;0.77867;5.10703;5.8857;33.314;957.86;5.28984;3.7683375;3471.1;0.15186;0.032661;-0.54183;238.95;3.292;3.3
14.01.2017 00:30;0.15377;83.59;1.2279;4.915;6.1429;33.753;957.83;5.335275;3.2942625;3634.6;0.15702;0.032444;-0.4085;239.88;3.8877;0
14.01.2017 01:00;0.1506;83.004;0.86872;5.28748;6.1562;32.943;957.83;4.7780625;3.078225;3266;0.18739;0.027127;-0.27517;246.26;2.8074;0
14.01.2017 01:30;0.14456;87.437;0.83978;5.06862;5.9084;32.186;958.03;3.9391725;2.724025;3215.4;0.18141;0.024957;-0.43333;255.9;1.9988;0
14.01.2017 02:00;0.14369;87.177;0.67417;6.40643;7.0806;30.185;958.18;4.410975;2.93455;3873.5;0.19523;0.026584;-0.21694;259.97;2.2367;0
14.01.2017 02:30;0.14001;85.95;0.50639;5.95121;6.4576;29.014;958.4;3.88935;3.0420875;3741;0.20245;0.032118;0.016333;257.75;2.5402;0
14.01.2017 03:00;0.13999;86.458;0.46928;5.34102;5.8103;28.609;958.75;4.0421325;3.052675;3164.7;0.19067;0.027344;0.30794;252.68;2.7479;0
14.01.2017 03:30;0.13986;86.79;0.54078;5.37082;5.9116;28.006;958.92;4.14792;2.9845125;3270;0.19285;0.030924;0.45822;251.34;2.4032;6.3
14.01.2017 04:00;0.13676;87.001;0.71633;5.84447;6.5608;27.158;959.15;3.9093375;2.8366375;3966;0.21354;0.02474;0.61633;254.3;2.4345;0
14.01.2017 04:30;0.13801;85.943;0.45794;5.33676;5.7947;27.46;959.34;3.3717225;2.66785;3037.9;0.20667;0.030165;0.84972;260.15;2.6365;0
14.01.2017 05:00;0.13687;85.725;0.51339;6.12851;6.6419;26.927;959.64;3.88389;2.781075;3438.9;0.22297;0.035699;0.95822;261.57;2.6147;0
14.01.2017 05:30;0.13794;84.808;0.84439;7.07761;7.922;26.28;959.97;3.9976725;3.0210875;3486.8;0.20289;0.035807;1.0666;276.24;1.6607;0
14.01.2017 06:00;0.13929;85.726;0.47994;6.29046;6.7704;26.784;960.25;4.044765;3.15855;3881.3;0.22907;0.034939;1.0333;255.33;1.8656;0
14.01.2017 06:30;0.13884;83.571;0.64028;6.48922;7.1295;26.982;960.4;4.3722675;3.088725;4637.7;0.23767;0.033963;1.1163;247.64;2.1759;0.78333
14.01.2017 07:00;0.14008;83.353;0.63878;6.32682;6.9656;26.844;960.72;4.090785;2.9150375;4934.8;0.24184;0.025174;1.0666;252.12;3.0929;0.05
14.01.2017 07:30;0.14199;83.126;0.78461;7.53409;8.3187;25.889;961.07;3.9996225;2.8859;5388;0.2405;0.031467;1.1172;253.34;2.7398;0
14.01.2017 08:00;0.14271;85.971;0.79456;7.03684;7.8314;26.168;961.5;3.9358575;2.7144875;4870.9;0.25173;1.6714;0.87533;254.12;2.8264;0
14.01.2017 08:30;0.14314;87.154;1.3768;8.0371;9.4139;25.101;961.78;4.5491325;3.0265125;6503;0.22706;10.43;0.75878;253.83;2.6665;3.8667
14.01.2017 09:00;0.15263;89.923;1.5425;9.5755;11.118;23.728;962.17;4.95327;3.3975125;9053.2;0.22635;17.286;0.63339;250.64;2.1385;28.467
14.01.2017 09:30;0.15246;89.478;1.5647;8.3977;9.9624;24.92;962.39;4.4711325;3.12565;6073.3;0.21019;37.961;0.64978;254.51;3.0402;30
14.01.2017 10:00;0.15534;85.812;1.67;7.5807;9.2507;25.704;962.71;4.2072;2.6549875;5785.4;0.20843;46.035;0.8915;257.78;3.0712;13.683
14.01.2017 10:30;0.16928;88.251;2.0183;8.9127;10.931;24.136;963.06;3.6595425;2.6455375;9950.9;0.19455;49.697;0.75878;275.88;2.0494;6.9833
14.01.2017 11:00;0.17382;92.221;2.8026;12.4014;15.204;21.052;963.37;3.950775;2.8872125;8446.5;0.22589;53.742;0.50844;288.75;1.7086;30
14.01.2017 11:30;0.17656;92.435;2.6761;11.4139;14.09;21.441;963.53;;;8527.3;0.22269;57.176;0.55822;282.8;1.9034;30
14.01.2017 12:00;0.17563;88.292;2.4511;9.1759;11.627;23.917;963.54;4.27311;3.030275;8103.7;0.19278;77.232;0.74122;280.78;2.4734;26.783
14.01.2017 12:30;0.17617;86.667;2.5902;8.9408;11.531;24.544;963.68;4.1532825;2.828675;7196;0.20403;82.21;0.9;272.03;2.3666;0.066667
14.01.2017 13:00;0.17574;84.698;2.6526;9.6334;12.286;24.733;963.88;3.6244425;2.8005;8379.7;0.22808;79.183;1.0078;273.16;2.0543;0
14.01.2017 13:30;0.17527;83.037;1.8783;8.3767;10.255;26.551;964.02;3.4446525;2.5856875;5898.2;0.21708;62.457;1.1247;275.05;2.392;0
14.01.2017 14:00;0.18039;81.6;2.3217;9.6233;11.945;26.307;964.23;3.7197;2.8753125;6204.3;0.2506;46.282;1.1923;275.88;1.8257;0
14.01.2017 14:30;0.17719;79.396;2.4038;9.2082;11.612;28.074;964.57;4.7817675;3.728525;6280.5;0.24966;30.465;0.97517;286.06;2.0401;0
14.01.2017 15:00;0.17106;77.438;1.1068;8.2411;9.3479;29.871;964.8;6.1986375;4.8748625;6050.2;0.23819;31.74;0.85817;255.22;2.4816;0
14.01.2017 15:30;0.16476;74.306;1.2919;8.388;9.6799;30.11;965.1;7.25505;5.4507;5994.5;0.25806;21.187;0.817;263.57;2.8494;0
14.01.2017 16:00;0.16281;77.007;1.1624;9.3256;10.488;29.024;965.45;7.6455375;5.6926375;6478.5;0.25888;8.2841;0.56767;254.4;2.6603;0
14.01.2017 16:30;0.16223;77.27;1.9437;8.8023;10.746;29.724;965.65;7.60371;5.68835;6155.4;0.25345;0.91895;0.42489;272.72;2.0471;0
14.01.2017 17:00;0.16214;78.433;1.2106;10.3674;11.578;28.319;965.86;7.7188575;5.80175;6515.7;0.22893;0.029948;0.2425;267.55;2.1849;1.9833
14.01.2017 17:30;0.17209;81.725;1.8464;11.6456;13.492;27.069;966.03;8.9793375;6.6232875;8368.6;0.26395;0.040907;-0.099889;252.31;1.9146;0
14.01.2017 18:00;0.21414;76.419;1.3674;9.8306;11.198;29.193;966.17;8.1258225;6.336725;9360.4;0.29688;0.033637;0.14972;255.56;2.4616;0
14.01.2017 18:30;0.23158;73.043;1.0691;9.3919;10.461;29.712;966.55;8.110905;5.9868125;8292.5;0.28508;0.031467;0.29139;257.6;1.944;0
14.01.2017 19:00;0.22378;72.071;0.66311;8.19259;8.8557;30.488;966.81;9.02292;6.8306625;8942.1;0.29128;0.025933;0.15039;251.15;3.1104;0
14.01.2017 19:30;0.20631;71.243;0.90517;8.08143;8.9866;30.64;966.98;10.656045;8.3064375;8959.2;0.30528;0.02398;0.10855;254.1;2.4937;0
14.01.2017 20:00;0.19295;70.967;0.73322;7.64228;8.3755;30.984;967.1;8.8701375;6.339175;8260.3;0.29063;0.026693;0.066611;255.36;2.7709;0
14.01.2017 20:30;0.1803;68.704;1.6906;7.3776;9.0682;31.469;967.19;8.17818;5.9547;8038.2;0.2895;0.035373;-0.141;250.41;2.7752;0
14.01.2017 21:00;0.18159;69.299;1.2425;9.1065;10.349;29.826;967.16;8.4200775;6.1668;10815;0.26956;0.030707;-0.36661;227.51;2.1482;0
14.01.2017 21:30;0.17625;67.229;1.1425;7.7759;8.9184;31.073;967.11;10.457535;7.7782875;8296.2;0.29352;0.027561;-0.27522;227.76;2.53;0
14.01.2017 22:00;0.17498;65.903;1.4913;7.8934;9.3847;30.989;966.97;11.53725;8.1132375;7547.6;0.27797;0.029948;-0.22489;223.62;2.5079;0
14.01.2017 22:30;0.17046;65.625;1.6832;8.8718;10.555;30.521;966.96;9.8123775;6.4239625;9028.7;0.28031;0.027127;-0.32478;223.73;2.5212;0
14.01.2017 23:00;0.16536;64.686;1.1799;7.7273;8.9072;31.166;966.86;9.050805;6.1252375;7950.7;0.24346;0.031033;-0.27511;231.54;2.6728;0
14.01.2017 23:30;0.16311;64.673;2.0148;7.9651;9.9799;30.704;966.91;10.020735;7.4512125;5928.5;0.23707;0.022352;-0.3;222.17;2.555;0
15.01.2017 00:00;0.1611;71.223;2.6561;8.5089;11.165;30.155;967.05;9.03228;6.2514125;6059.6;0.24106;0.030707;-0.70706;238.09;2.1688;1.15
15.01.2017 00:30;0.1623;82.773;0.71606;7.19134;7.9074;30.242;967.17;7.7262675;5.9026375;5766.9;0.22193;0.036567;-1.3737;250.39;1.8655;26.05
15.01.2017 01:00;0.16058;86.718;0.54711;6.62389;7.171;29.948;967.18;7.584795;5.7176625;5336.5;0.24898;0.037652;-1.7667;248.73;1.4092;29.683
15.01.2017 01:30;0.15746;83.504;0.99183;6.49707;7.4889;31.554;967.24;6.821175;5.4094;5025.5;0.21433;0.028971;-1.5085;237.41;2.0244;0
15.01.2017 02:00;0.15095;84.589;1.8586;6.5306;8.3892;31.63;967.5;6.570015;5.0055;3881.6;0.22378;0.029948;-1.6582;243.62;1.5803;0.4
15.01.2017 02:30;0.14913;86.963;1.0273;5.4439;6.4712;31.647;967.69;6.197565;5.0118;3963.8;0.21711;0.034614;-1.7249;245.39;1.4327;12.666
15.01.2017 03:00;0.14802;85.831;1.9415;6.5681;8.5096;30.854;967.77;5.7394125;4.7332;4468;0.23479;0.026693;-1.5674;242.77;1.1057;26.133
15.01.2017 03:30;0.14565;82.799;0.55233;6.02317;6.5755;32.037;967.86;5.8685025;4.62715;4311.5;0.25179;0.034288;-1.3504;250.98;1.3638;1.4333
15.01.2017 04:00;0.14145;81.223;0.4645;5.4116;5.8761;32.032;968;6.117225;4.7070375;3725.9;0.24014;0.025174;-1.2;264.76;1.2441;0
15.01.2017 04:30;0.13972;80.137;0.57222;4.95398;5.5262;32.815;968.01;5.801325;4.42065;3799.2;0.25553;0.034071;-1.159;250.53;1.6118;0
15.01.2017 05:00;0.14234;78.686;6.7348;8.9592;15.694;29.774;967.95;6.2454375;4.4231;4774.3;0.2468;0.029297;-1.0496;213.85;1.6017;0
15.01.2017 05:30;0.13977;77.644;0.61167;6.17553;6.7872;31.711;968.06;5.8903425;4.3433;4503.5;0.24774;0.029405;-1.0838;205.89;1.2749;0
