;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse
;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse
;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet
;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet
;CO;CO;Hr;NO;NO;NO2;NO2;NOx;O3;O3;p;PM10;RainDur;SO2;SO2;StrGlo;T;WD;WVv
;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle 
;Vertikale Verdichtung (Mittelwert);Vertikale Verdichtung (Mittelwert);Vertikale Verdichtung (Mittelwert);Vertikale Verdichtung (Mittelwert);Vertikale Verdichtung (Mittelwert);Vertikale Verdichtung (Mittelwert);Vertikale Verdichtung (Mittelwert);Vertikale Verdichtung (Mittelwert);Vertikale Verdichtung (Mittelwert);Vertikale Verdichtung (Mittelwert);Vertikale Verdichtung (Mittelwert);Vertikale Verdichtung (Mittelwert);Vertikale Verdichtung (Summe);Vertikale Verdichtung (Mittelwert);Vertikale Verdichtung (Mittelwert);Vertikale Verdichtung (Mittelwert);Vertikale Verdichtung (Mittelwert);Vertikale Verdichtung (Vektorielle Windmittelung(Richtung));Vertikale Verdichtung (Vektorielle Windmittelung(Betrag))
;mg/m3;ppm;%Hr;µg/m3;ppb;µg/m3;ppb;ppb;µg/m3;ppb;hPa;µg/m3;min;µg/m3;ppb;W/m2;°C;°;m/s
;h1;h1;h1;h1;h1;h1;h1;h1;h1;h1;h1;h1;h1;h1;h1;h1;h1;h1;h1
Startzeit;Berechnet;Berechnet;Berechnet;Berechnet;Berechnet;Berechnet;Berechnet;Berechnet;Berechnet;Berechnet;Berechnet;Berechnet;Berechnet;Berechnet;Berechnet;Berechnet;Berechnet;Berechnet;Berechnet
20.01.2013 13:00;0.634097703;0.54468;84.565;33.25526109;26.662;41.00524415;21.443;48.105;10.99993065;5.51375;942.105;53.286368;0;3.628313022;1.36275;160.88;-0.02603;32.49114678;1.031259686
20.01.2013 14:00;0.650588109;0.558845;84.665;34.93161961;28.006;49.13821543;25.696;53.702;6.918360374;3.46785;942.005;57.0534;0;3.825736915;1.4369;63.6585;0.103002;36.12944069;1.682919051
20.01.2013 15:00;0.681450138;0.585355;84.12;30.46569574;24.4255;46.15599848;24.1365;48.562;8.886727017;4.4545;942.2;55.419336;25.25;3.783669518;1.4211;112.6145;0.40308;51.75666651;1.386706564
20.01.2013 16:00;0.690169738;0.592845;84.82;36.58053774;29.328;54.58919937;28.5465;57.8745;5.103907972;2.55835;941.965;59.279824;11.717;3.807765084;1.43015;33.2555;0.63492;41.19146777;1.656246307
20.01.2013 17:00;0.739477971;0.6352;85.6585;33.50908472;26.8655;55.9048552;29.2345;56.1;1.518474217;0.76114;941.95;58.643568;0;4.156285484;1.56105;0.2596555;0.327665;24.41744284;2.045370006
20.01.2013 18:00;0.702987201;0.603855;85.978;30.05533714;24.0965;54.7335773;28.622;52.7185;1.226805233;0.61494;942.25;54.190248;0;4.039402019;1.51715;0.00944;0.00936;6.829192134;1.656310031
20.01.2013 19:00;0.64434236;0.55348;87.453;19.25548467;15.43785;50.59088688;26.45565;41.8935;2.214020955;1.109785;943.025;53.982568;0;3.733481516;1.40225;0.01161;-0.34986;335.396527;1.398845189
20.01.2013 20:00;0.628358367;0.53975;86.7715;9.797405037;7.85495;42.43190844;22.18905;30.044;4.158876524;2.08465;943.675;54.978488;0;3.481343381;1.30755;0.00716145;-0.43186;326.2386795;1.31125006
20.01.2013 21:00;0.608171736;0.52241;87.202;12.16526145;9.75335;46.86000821;24.50465;34.258;2.135258359;1.070305;944.52;55.517512;0;3.216425277;1.20805;0.0107965;-0.45144;1.442129929;0.435944805
20.01.2013 22:00;0.619143997;0.531835;86.179;19.47082939;15.6105;46.22866551;24.1745;39.785;1.599600888;0.801805;945.215;52.114864;0;3.386292363;1.27185;0.01378;0.049585;227.086112;0.61327235
20.01.2013 23:00;0.569544722;0.48923;85.3465;6.629973007;5.3155;41.04635839;21.4645;26.78;3.169356578;1.58865;945.76;40.305896;0;2.602201338;0.977355;0.011827;0.802975;215.2322459;1.596398169
21.01.2013 00:00;0.576582103;0.495275;87.904;8.251014192;6.61515;40.97627295;21.42785;28.043;2.857637845;1.4324;945.935;43.43148;0.016667;2.329295754;0.874855;0.0124783;0.70772;238.8296258;1.215370458
21.01.2013 01:00;0.540161183;0.46399;92.1585;4.260058566;3.41545;37.54791862;19.63505;23.0505;3.330452819;1.6694;946.115;38.432056;1.16667;2.403925447;0.902885;0.0148653;0.19561;296.1233301;1.075580126
21.01.2013 02:00;0.463506701;0.398145;89.994;2.146462336;1.7209;20.79252531;10.8731;12.594;14.19322723;7.1144;946.46;20.149608;0;2.475400085;0.92973;0.0136715;-2.80E-05;305.6684389;1.48869889
21.01.2013 03:00;0.414972639;0.356455;86.228;1.055557061;0.84628;16.8735155;8.82372;9.67;22.53013227;11.2933;946.585;12.854376;0;2.382545624;0.894855;0.011393;-0.287665;298.0763773;1.4460947
21.01.2013 04:00;0.381357358;0.32758;84.3965;1.273134427;1.02072;18.80599974;9.83428;10.855;24.42777617;12.2445;946.725;13.899856;0;2.291408472;0.860625;0.012207;-0.47247;283.8547225;1.353758241
21.01.2013 05:00;0.366007835;0.314395;83.2205;2.340665477;1.8766;21.81043751;11.4054;13.282;22.45472128;11.2555;946.915;15.822784;0.35;2.304494627;0.86554;0.014703;-0.61825;289.8867222;1.560323303
21.01.2013 06:00;0.387905789;0.333205;88.1545;7.467590987;5.98705;34.10560458;17.83495;23.822;13.54116151;6.78755;947.29;17.507824;31.7833;2.226723192;0.83633;0.0156795;-0.95287;289.025427;1.03364505
21.01.2013 07:00;0.436759997;0.37517;89.423;20.37199683;16.333;44.6299907;23.3385;39.6715;7.682146082;3.8507;947.655;15.865736;60;2.664250749;1.00066;0.0175785;-0.9515;308.5362743;1.372144049
21.01.2013 08:00;0.476871322;0.409625;90.671;29.83144848;23.917;46.5920007;24.3645;48.2815;8.502290538;4.2618;947.985;16.837584;50.233;2.312575295;0.868575;8.45585;-1.06385;303.2519518;0.943355041
21.01.2013 09:00;0.543752634;0.467075;86.028;62.64703965;50.2265;54.96113986;28.741;78.9675;8.691616027;4.3567;948.005;15.643896;0;2.593588172;0.97412;50.482;-0.71378;15.2597687;0.491574798
21.01.2013 10:00;0.526383284;0.452155;83.3035;84.12600685;67.447;58.10590151;30.3855;97.8325;8.159549556;4.09;948.05;18.053456;0;2.823707485;1.06055;73.6715;-0.45625;54.71829312;0.047283708
21.01.2013 11:00;0.578631035;0.497035;81.6295;59.50760929;47.7095;53.08231449;27.7585;75.468;10.43235318;5.22925;947.74;20.286488;0;3.404663568;1.27875;180.94;0.270945;170.4979289;0.609544583
21.01.2013 12:00;0.482651404;0.41459;77.7445;38.64043811;30.9795;35.71202418;18.675;49.6545;21.81332881;10.934;947.53;29.56412;11.983;3.005289542;1.12875;321.2;0.8893;163.7299681;1.318555077
21.01.2013 13:00;0.48880984;0.41988;77.972;28.78185347;23.0755;40.44972377;21.1525;44.228;20.92784811;10.49015;947.66;22.833872;0;2.749091105;1.032525;199.405;1.160285;181.9590556;1.335450991
21.01.2013 14:00;0.563002112;0.48361;76.0195;34.51315363;27.6705;44.40625271;23.2215;50.892;18.85584122;9.45155;947.74;20.213328;22.867;2.521314786;0.946975;138.59;1.80585;188.2597637;1.454817324
21.01.2013 15:00;0.515638036;0.442925;79.5635;28.91094804;23.179;47.76519089;24.978;48.157;15.84518689;7.94245;947.905;19.239592;32.2833;2.5975686;0.975615;78.855;1.66235;171.3048537;2.360824025
21.01.2013 16:00;0.555330261;0.47702;82.264;29.44167018;23.6045;51.41001649;26.884;50.4885;12.32361308;6.17725;948.03;24.647768;17.933;2.636560817;0.99026;24.462;1.56815;163.5580568;2.378111334
21.01.2013 17:00;0.582583377;0.50043;81.717;29.54893717;23.6905;51.37081454;26.8635;50.554;10.71574292;5.3713;948.045;23.988856;0;2.349277768;0.88236;1.444;1.46665;172.5449544;2.121079753
21.01.2013 18:00;0.592647588;0.509075;82.3265;22.28097504;17.8635;56.84378981;29.7255;47.589;6.025498172;3.0203;948.36;21.410792;0;2.642444928;0.99247;0.01047075;1.5289;172.2052023;2.014594613
21.01.2013 19:00;0.559439765;0.48055;82.338;23.87376509;19.1405;59.27622326;30.9975;50.138;4.193290272;2.1019;948.57;21.93896;0;3.036440716;1.14045;0.01237;1.3543;164.0693471;1.796699973
21.01.2013 20:00;0.588386742;0.505415;83.924;31.17540407;24.9945;60.29547407;31.5305;56.525;2.225262779;1.11542;948.765;21.389552;0;3.702729716;1.3907;0.016493;1.25515;113.5216417;0.625643664
21.01.2013 21:00;0.595016665;0.51111;86.417;30.34346126;24.3275;62.04713213;32.4465;56.774;2.125792084;1.06556;949.065;23.374784;0;3.440340981;1.29215;0.01269525;1.1241;154.5418855;1.05452245
21.01.2013 22:00;0.65362076;0.56145;86.318;27.60503482;22.132;56.59806048;29.597;51.729;2.493450614;1.24985;949.205;21.961616;0;3.305485685;1.2415;0.0097113;1.2262;164.7685053;0.901972537
21.01.2013 23:00;0.565103431;0.485415;85.725;21.61928739;17.333;53.82428319;28.1465;45.4795;2.700940578;1.353855;949.745;20.08164;0;3.81761631;1.43385;0.0110135;1.20454;146.7784277;0.960449429
22.01.2013 00:00;0.493076507;0.423545;84.7805;5.357861358;4.2956;45.05528409;23.5609;27.8565;7.493618592;3.7562;949.915;20.080224;0;3.831594401;1.4391;0.0111765;1.39855;169.2780695;1.387874113
22.01.2013 01:00;0.448023299;0.384845;83.964;6.225289583;4.99105;39.69236114;20.75645;25.7475;13.22605128;6.6296;950.03;20.908112;0;3.717905929;1.3964;0.0113933;1.5365;165.8291046;1.610832583
22.01.2013 02:00;0.394198104;0.33861;85.1075;2.561560637;2.0537;34.20093226;17.8848;19.9385;21.56465208;10.80935;950.32;14.970352;0;3.432885999;1.28935;0.01258705;1.5195;182.9870996;1.770677336
22.01.2013 03:00;0.382515703;0.328575;81.5285;2.263832379;1.815;30.99440363;16.208;18.023;23.43835598;11.74855;950.69;14.550272;0;3.090223085;1.16065;0.0103082;2.36975;186.75058;2.078995868
22.01.2013 04:00;0.33250315;0.285615;78.993;2.149580563;1.7234;27.13750502;14.1911;15.9145;34.43868563;17.2625;950.98;18.287568;0;3.085696846;1.15895;0.013672;2.653;207.6746008;2.016182834
22.01.2013 05:00;0.278020201;0.238815;75.592;1.385103701;1.11049;22.66066097;11.85001;12.9605;45.82714251;22.971;951.06;8.6228488;0;3.030583231;1.13825;0.0182835;2.7985;239.7017403;2.358918355
22.01.2013 06:00;0.30860283;0.265085;75.6115;5.880039554;4.71425;38.77885999;20.27875;24.993;29.4452009;14.7595;951.59;10.4263136;0.033333;2.814788132;1.0572;0.014377;2.7245;245.6351075;2.133049992
22.01.2013 07:00;0.357829572;0.30737;84.9735;12.63355669;10.1288;51.98886681;27.1867;37.3155;12.84351005;6.43785;952.29;11.72016;0.76667;2.689810687;1.01026;0.011556;1.73675;279.4006683;1.120051542
22.01.2013 08:00;0.457348265;0.392855;86.1205;55.31234747;44.346;67.39007165;35.2405;79.5865;5.481860702;2.7478;952.89;13.418416;52.6;2.575603028;0.967365;7.95865;1.68315;217.8245499;0.606949008
22.01.2013 09:00;0.377230391;0.324035;80.5695;26.55855804;21.293;51.97701061;27.1805;48.4735;19.05583996;9.5518;953.465;14.59464;16.233;2.250965195;0.845435;30.843;2.38775;238.6482382;1.370502499
22.01.2013 10:00;0.355751536;0.305585;79.3495;12.49242576;10.01565;37.99788057;19.87035;29.886;32.25914825;16.17;953.995;9.1280304;10.9833;2.142175711;0.804575;86.7275;2.4832;244.6921123;1.729995276
22.01.2013 11:00;0.392189918;0.336885;83.633;29.8620071;23.9415;52.47898685;27.443;51.3845;20.1359329;10.0932;954.23;11.1912368;3.1333;2.352139948;0.883435;80.182;2.3168;282.5607146;0.804800802
22.01.2013 12:00;0.482587375;0.414535;83.4705;56.42617795;45.239;56.34659429;29.4655;74.7045;14.80170219;7.4194;954.15;15.08552;1.1833;3.255297682;1.22265;166.8515;2.43215;22.82858366;1.553741515
22.01.2013 13:00;;;80.211;;;;;;22.68215127;11.3695;953.835;14.252912;37.2333;;;209.09;2.5014;28.31340331;0.826898595
22.01.2013 14:00;;;80.5445;;;;;;17.89923878;8.97205;953.63;11.5269704;21.633;;;163.215;2.67545;307.6829713;0.343189946
22.01.2013 15:00;0.477179826;0.40989;76.5365;48.18345824;38.6305;56.96522025;29.789;68.4195;17.16258507;8.6028;953.68;15.44424;0;3.209502794;1.20545;202.775;3.3908;347.0762682;1.056223849
22.01.2013 16:00;0.568502794;0.488335;76.377;54.65190711;43.8165;65.38312282;34.191;78.0075;11.52611187;5.7775;953.855;24.078064;32.6333;3.46510217;1.30145;75.882;3.1895;27.36131531;1.949387246
22.01.2013 17:00;0.685664417;0.588975;78.88;71.80589428;57.5695;86.71376666;45.3455;102.915;3.419729064;1.71415;954.035;21.041216;0;3.355939937;1.26045;2.1953775;2.56985;41.18733679;1.522574037
22.01.2013 18:00;0.755397935;0.648875;81.483;80.20203073;64.301;89.40722776;46.754;111.055;1.664328659;0.83425;954.305;18.5618;0;4.067358201;1.52765;0.0141605;1.894;43.95774318;1.282651502
22.01.2013 19:00;0.71451244;0.613755;86.098;78.63730471;63.0465;84.20484158;44.0335;107.08;1.519082692;0.761445;954.435;22.68236;0;3.927177918;1.475;0.013401;1.3641;151.1604338;1.07724748
22.01.2013 20:00;0.693889247;0.59604;89.585;65.82513601;52.7745;77.79866857;40.6835;93.458;1.781345378;0.892905;954.57;23.896816;0;3.663724186;1.37605;0.013943;0.786445;148.467786;0.469184552
22.01.2013 21:00;0.609091427;0.5232;89.7735;42.25882804;33.8805;67.88631102;35.5;69.3805;2.008276616;1.006655;954.605;22.541704;0;3.159048542;1.1865;0.0088976;0.43647;119.8849803;0.844045852
22.01.2013 22:00;0.621425761;0.533795;87.344;32.63348674;26.1635;63.37139326;33.139;59.3025;3.028409835;1.518;954.63;21.611864;0;3.320661898;1.2472;0.0131295;0.77886;138.9227291;1.064104229
22.01.2013 23:00;0.656845499;0.56422;88.604;36.39843332;29.182;62.31772122;32.588;61.77;2.711494128;1.359145;954.89;21.76432;0;2.956832161;1.11055;0.0108505;0.27297;93.40402601;0.656079419
23.01.2013 00:00;0.634155912;0.54473;89.2485;40.88805571;32.7815;64.41741614;33.686;66.4675;1.389467549;0.696475;954.835;25.499728;0;2.921021623;1.0971;0.01242405;-0.522695;40.39067694;1.843799587
23.01.2013 01:00;0.62957492;0.540795;89.571;50.18910147;40.2385;63.43832343;33.174;73.4125;1.420988548;0.712275;954.84;25.048496;0;3.432885999;1.28935;0.0102538;-0.904535;25.69450151;1.026217574
23.01.2013 02:00;0.622170827;0.534435;91.322;63.84942775;51.1905;64.28451195;33.6165;84.807;1.398614624;0.70106;954.815;30.245688;0;3.707255955;1.3924;0.01128455;-1.26505;201.1700042;0.502583419
23.01.2013 03:00;0.607548907;0.521875;92.5575;69.37367767;55.6195;64.65262787;33.809;89.4285;1.470424645;0.737055;954.775;33.17728;0;3.647882349;1.3701;0.010905;-1.41965;304.2113666;0.43384587
23.01.2013 04:00;0.59174536;0.5083;92.995;55.80377995;44.74;56.74913143;29.676;74.416;1.332051453;0.667695;954.605;38.573656;0;3.443802222;1.29345;0.0124785;-2.4196;36.12126162;1.818429596
23.01.2013 05:00;0.581704432;0.499675;91.406;60.6370309;48.615;61.9830704;32.413;81.028;1.125239789;0.56403;954.325;34.835888;0;3.515822672;1.3205;0.0142688;-2.4652;31.99423989;1.368845714
23.01.2013 06:00;0.624179013;0.53616;90.684;78.34918059;62.8155;65.60399237;34.3065;97.122;1.211962434;0.6075;954.01;30.260792;0;3.356206186;1.26055;0.01188125;-2.6713;34.83072687;2.056645576
23.01.2013 07:00;0.82792545;0.711175;88.244;183.8755753;147.42;86.4355284;45.2;192.62;1.328510328;0.66592;954.225;32.003416;0;5.951737978;2.2354;0.686786;-2.32875;0.152879797;0.502971695
23.01.2013 08:00;1.028546103;0.883505;87.509;256.7173444;205.82;104.6692178;54.735;260.555;1.699081558;0.85167;954.495;34.118448;0;5.230734737;1.9646;86.7115;-2.13925;34.95648271;0.507763079
23.01.2013 09:00;1.046462611;0.898895;85.0185;271.1297869;217.375;112.2705724;58.71;276.085;2.101133886;1.0532;954.49;41.889928;0;5.61067256;2.1073;252.65;-1.3938;33.41353925;1.594680454
23.01.2013 10:00;1.004145193;0.862545;81.5675;201.443663;161.505;103.5600894;54.155;215.66;3.477983061;1.74335;954.53;51.711776;0;4.646583663;1.7452;401.97;-1.2468;34.41792586;2.879414779
23.01.2013 11:00;0.844078247;0.72505;79.3845;108.4313345;86.9335;72.60297542;37.9665;124.9;7.142598362;3.58025;954.39;48.136848;0;4.328282564;1.62565;496.73;-0.707635;28.99133948;3.074402054
23.01.2013 12:00;0.733697889;0.630235;78.892;74.21378872;59.5;58.70636071;30.6995;90.1995;11.32870663;5.67855;954.07;47.442536;0;4.589340052;1.7237;468.575;-0.03186;33.37313465;3.161790197
23.01.2013 13:00;0.701898706;0.60292;74.37;67.31128272;53.966;62.08155335;32.4645;86.4305;13.30545228;6.6694;953.795;43.173768;0;5.991142882;2.2502;387.15;1.34695;14.67265326;2.488131111
23.01.2013 14:00;0.618911163;0.531635;72.1015;55.19073664;44.2485;62.99945277;32.9445;77.193;16.19062112;8.1156;953.565;39.65548;0;5.95093923;2.2351;305.645;1.86965;16.58352642;2.763476135
23.01.2013 15:00;0.627002114;0.538585;71.721;58.86026549;47.1905;66.51711106;34.784;81.9745;11.33050213;5.67945;953.805;36.678576;0;5.344556335;2.00735;182.88;2.1576;9.088547204;2.318682951
23.01.2013 16:00;0.707672967;0.60788;74.1035;71.98612776;57.714;74.86234658;39.148;96.862;4.489049006;2.25015;953.99;36.181088;0;4.954234787;1.86075;55.171;2.00165;1.164366754;1.963676771
23.01.2013 17:00;0.732993569;0.62963;79.0665;67.82828466;54.3805;74.61088039;39.0165;93.397;1.483841019;0.74378;954.36;37.504104;0;3.838916258;1.44185;1.0052485;1.03946;6.871636279;2.05661274
23.01.2013 18:00;0.750490977;0.64466;81.8255;45.15503674;36.2025;67.12713171;35.103;71.3055;1.576548664;0.79025;954.905;36.363752;0;3.014475145;1.1322;0.0159505;0.37275;15.67170428;2.142964701
23.01.2013 19:00;0.683266236;0.586915;83.1055;36.84870521;29.543;67.15964065;35.12;64.663;2.416942369;1.2115;955.195;34.126;0;3.233731485;1.21455;0.018663;-0.10147;33.10094241;2.236291502
23.01.2013 20:00;0.627881059;0.53934;84.974;27.49901512;22.047;60.71139725;31.748;53.795;1.944426644;0.97465;955.23;29.853456;0;3.347553082;1.2573;0.012858;-0.68482;35.10147229;2.112577019
23.01.2013 21:00;0.592251772;0.508735;89.576;24.43255127;19.5885;57.41460851;30.024;49.6125;1.353557551;0.678475;955.52;32.229032;0;2.36088624;0.88672;0.014974;-1.9015;19.63262561;2.04892074
23.01.2013 22:00;0.581279511;0.49931;93.0155;20.35890027;16.3225;57.63356576;30.1385;46.461;1.416729223;0.71014;955.845;29.240328;0;1.829346037;0.68708;0.0093315;-2.3772;355.7364149;1.952969743
23.01.2013 23:00;0.524619573;0.45064;92.981;12.79065294;10.25475;57.79467623;30.22275;40.4775;1.896576572;0.950665;956.08;24.261672;0;1.707044397;0.641145;0.0116643;-1.7907;356.5232878;1.032594954
24.01.2013 00:00;0.498943901;0.428585;93.194;11.25579953;9.0242;57.70776263;30.1773;39.2015;1.837724075;0.921165;955.77;28.538936;0;1.845068061;0.692985;0.0162215;-1.63785;16.58665056;1.404670646
24.01.2013 01:00;0.489589831;0.42055;93.292;22.35643612;17.924;58.42238558;30.551;48.475;1.264989531;0.63408;955.435;27.872;0;1.950502803;0.732585;0.0128035;-1.84995;13.08280082;1.497648296
24.01.2013 02:00;0.488379099;0.41951;91.6645;18.99249346;15.227;57.38209957;30.007;45.234;1.289438255;0.646335;955.115;29.897352;0;2.427608327;0.91178;0.0141055;-1.7817;18.13349924;1.329516473
24.01.2013 03:00;0.497814661;0.427615;90.3085;23.98165573;19.227;56.27583954;29.4285;48.6555;1.271642856;0.637415;954.84;30.466584;0;2.727910969;1.02457;0.0110135;-1.59685;27.61068651;1.917319256
24.01.2013 04:00;0.52192453;0.448325;87.671;31.66995478;25.391;56.55312166;29.5735;54.9645;1.199613385;0.60131;954.71;43.845896;0;2.991045202;1.1234;0.00976575;-1.4818;27.30397331;1.576328346
24.01.2013 05:00;0.553415208;0.475375;87.2445;40.2157661;32.2425;58.3764906;30.527;62.7695;1.219224234;0.61114;954.61;35.439576;0;2.879220475;1.0814;0.0168185;-1.5015;17.37605436;1.789233236
24.01.2013 06:00;0.60721712;0.52159;87.701;67.41917335;54.0525;67.05064009;35.063;89.1155;1.299243679;0.65125;954.855;33.98676;0;4.101571242;1.5405;0.0200735;-1.46355;12.10719072;1.141190236
24.01.2013 07:00;0.668399842;0.574145;85.433;92.27206154;73.978;76.64842587;40.082;114.06;1.364190901;0.683805;955.5;33.320768;0;4.270506455;1.60395;0.013509;-0.989395;356.3867062;0.673772768
24.01.2013 08:00;0.720531176;0.618925;82.9055;99.40905816;79.7;85.75666529;44.845;124.545;2.047228989;1.02618;955.85;35.583064;0;3.516887669;1.3209;1.4457;-0.56514;42.06867665;0.955671083
24.01.2013 09:00;0.572460957;0.491735;81.2385;59.46457777;47.675;77.98894147;40.783;88.458;3.080279832;1.544;956.23;32.102064;0;2.81758375;1.05825;6.45805;-0.47558;57.90591238;1.059430252
24.01.2013 10:00;0.62402185;0.536025;79.647;78.21509685;62.708;76.69240855;40.105;102.813;3.86202054;1.93585;956.805;30.820584;0;2.958296532;1.1111;14.481;-0.18025;43.4130478;1.145575476
24.01.2013 11:00;0.625995111;0.53772;78.391;76.24999057;61.1325;74.38044939;38.896;100.0285;7.298906603;3.6586;957.11;27.424544;0;3.292439467;1.2366;23.8215;0.02869465;33.28988505;1.580215072
24.01.2013 12:00;0.550510615;0.47288;78.54;49.99701872;40.0845;58.34493781;30.5105;70.595;17.70771879;8.87605;957.145;25.427984;0;3.142141708;1.18015;43.2565;0.0393615;23.50653672;1.632918499
24.01.2013 13:00;0.448826573;0.385535;78.111;47.60222083;38.1645;65.25691165;34.125;72.2895;14.48908571;7.2627;957.03;24.22816;0;3.569072542;1.3405;43.96;0.271335;28.69528861;1.468316682
24.01.2013 14:00;0.46005495;0.39518;78.453;42.52013542;34.09;62.30529134;32.5815;66.6715;13.50644852;6.77015;957.035;25.313288;0;3.159980415;1.18685;31.543;0.230305;23.65995412;2.098710781
24.01.2013 15:00;0.506644857;0.4352;76.123;39.41812378;31.603;63.60756113;33.2625;64.8655;11.14426889;5.5861;957.58;25.269864;0;3.093684327;1.16195;13.9045;0.4;29.36359186;1.728193258
24.01.2013 16:00;0.552611934;0.474685;76.7335;51.44449942;41.245;70.57021067;36.9035;78.1485;8.905380266;4.46385;958.185;26.517832;0;3.275266384;1.23015;5.0601;0.146916;31.00741134;1.767039122
24.01.2013 17:00;0.540254317;0.46407;74.095;40.5656311;32.523;62.11023771;32.4795;65.0025;13.80539925;6.92;959;26.03828;0;2.993707696;1.1244;0.062176;0.012139;37.45567938;2.348159165
24.01.2013 18:00;0.530044585;0.4553;69.589;30.79685138;24.691;55.58263426;29.066;53.757;19.34830695;9.6984;959.785;28.073072;0;3.025258244;1.13625;0.01171855;-0.2015;48.57082533;1.622045293
24.01.2013 19:00;0.526802383;0.452515;66.0305;25.41603988;20.377;47.12457359;24.643;45.02;25.18687363;12.625;960.515;26.810472;0;3.113120529;1.16925;0.01188155;-0.304615;51.99032098;1.675394874
24.01.2013 20:00;0.475765365;0.408675;65.724;18.67443436;14.972;46.44762277;24.289;39.261;24.90059115;12.4815;961.045;27.555288;0;3.798845731;1.4268;0.010959;-0.43333;50.01729778;1.48968922
24.01.2013 21:00;0.438058042;0.376285;65.4815;18.25353616;14.63455;43.11249261;22.54495;37.1795;24.26618118;12.1635;961.55;27.416992;0;4.12313744;1.5486;0.0116105;-0.45;45.97809801;1.577995326
24.01.2013 22:00;0.448256132;0.385045;65.401;8.436548664;6.7639;47.76060139;24.9756;31.7395;18.28207926;9.16395;961.905;27.533576;0;4.193161019;1.5749;0.0118815;-0.312085;359.1902676;1.277117086
24.01.2013 23:00;0.479112341;0.41155;65.8185;5.539342136;4.4411;38.87189292;20.3274;24.7685;21.87716881;10.966;962.28;27.191848;0;3.377639259;1.2686;0.00982;-0.301555;8.693064734;1.794420178
25.01.2013 00:00;0.42862248;0.36818;67.3625;2.434025176;1.95145;34.15647151;17.86155;19.813;24.15745369;12.109;962.65;27.555288;0;3.061068781;1.1497;0.015028;-0.38486;11.59479943;2.28074206
25.01.2013 01:00;0.39972207;0.343355;67.439;3.723723622;2.98545;29.72760682;15.54555;18.531;29.59682089;14.8355;962.745;28.903792;0;3.051217555;1.146;0.0106335;-0.34847;17.87300583;1.827374708
25.01.2013 02:00;0.387626389;0.332965;66.8015;2.583450586;2.07125;27.80518123;14.54025;16.6115;30.33197835;15.204;963.105;25.972672;0;3.620192417;1.3597;0.0149195;-0.36514;26.34489468;2.25819337
25.01.2013 03:00;0.377486507;0.324255;67.0645;4.099033354;3.28635;28.47524781;14.89065;18.177;29.15592591;14.6145;963.19;27.088008;0;4.17239357;1.5671;0.012641;-0.356165;25.04122103;2.311609231
25.01.2013 04:00;0.37771352;0.32445;67.5645;5.241177326;4.20205;31.71046079;16.58245;20.7845;27.73648349;13.903;963.23;33.602552;0;4.876223727;1.83145;0.0115015;-0.51517;41.68066885;2.346625757
25.01.2013 05:00;0.372084779;0.319615;66.0645;10.31303496;8.26835;40.34101006;21.09565;29.364;23.70558621;11.8825;963.425;28.747088;0;5.160578034;1.93825;0.0116645;-0.448415;25.03121264;1.576399365
25.01.2013 06:00;0.445939443;0.383055;69.221;19.30244516;15.4755;54.8626569;28.6895;44.165;9.938790209;4.98185;963.81;29.532496;0;4.68465732;1.7595;0.0134005;-0.604665;18.88097314;2.075334463
25.01.2013 07:00;0.635954547;0.546275;71.8395;58.0326882;46.527;70.64096541;36.9405;83.4675;2.460892216;1.23353;964.23;40.846808;0;4.664422369;1.7519;0.014431;-0.766665;5.439949267;1.25098877
